"cout";"distanceTotale";"nbcentres"
67672.2578810711;47090.3223513389;10
67672.2578810711;47090.3223513389;10
67644.6240418144;47055.780052268;10
67738.3229558461;47172.9036948076;10
67738.3229558461;47172.9036948076;10
67738.3229558461;47172.9036948076;10
67606.8633477523;47008.5791846904;10
67606.8633477523;47008.5791846904;10
67606.8633477523;47008.5791846904;10
67513.1644337206;46891.4555421508;10
67584.4220307054;46980.5275383818;10
67584.4220307054;46980.5275383818;10
67570.1011144577;46962.6263930722;10
67535.5347977178;46919.4184971473;10
67478.5981169807;46848.2476462259;10
67478.5981169807;46848.2476462259;10
67478.5981169807;46848.2476462259;10
67478.5981169807;46848.2476462259;10
67478.5981169807;46848.2476462259;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67635.6610658333;47044.5763322916;10
67635.6610658333;47044.5763322916;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67446.2212092045;46807.7765115056;10
67396.2526404209;46745.3158005262;10
67370.8464894858;46713.5581118572;10
67370.8464894858;46713.5581118572;10
67370.8464894858;46713.5581118572;10
67370.8464894858;46713.5581118572;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67368.0133799998;46710.0167249997;10
67347.6961366313;46684.6201707891;10
67347.6961366313;46684.6201707891;10
67347.6961366313;46684.6201707891;10
67347.6961366313;46684.6201707891;10
67347.6961366313;46684.6201707891;10
67347.6961366313;46684.6201707891;10
67347.6961366313;46684.6201707891;10
67347.6961366313;46684.6201707891;10
67347.6961366313;46684.6201707891;10
67347.6961366313;46684.6201707891;10
67347.6961366313;46684.6201707891;10
67347.6961366313;46684.6201707891;10
67347.6961366313;46684.6201707891;10
67347.6961366313;46684.6201707891;10
67347.6961366313;46684.6201707891;10
67347.6961366313;46684.6201707891;10
67329.2945457596;46661.6181821995;10
67417.4771945012;46771.8464931265;10
67374.5113142819;46718.1391428524;10
67374.5113142819;46718.1391428524;10
67374.5113142819;46718.1391428524;10
67374.5113142819;46718.1391428524;10
67374.5113142819;46718.1391428524;10
67374.5113142819;46718.1391428524;10
67374.5113142819;46718.1391428524;10
67483.0629651342;46853.8287064178;10
67483.0629651342;46853.8287064178;10
67483.0629651342;46853.8287064178;10
67483.0629651342;46853.8287064178;10
67483.0629651342;46853.8287064178;10
67571.6865054468;46964.6081318084;10
67571.6865054468;46964.6081318084;10
67483.0629651342;46853.8287064178;10
67483.0629651342;46853.8287064178;10
67374.5113142819;46718.1391428524;10
67447.5069945491;46809.3837431863;10
67447.5069945491;46809.3837431863;10
67447.5069945491;46809.3837431863;10
67402.2902260267;46752.8627825334;10
67402.2902260267;46752.8627825334;10
67402.2902260267;46752.8627825334;10
67402.2902260267;46752.8627825334;10
67402.2902260267;46752.8627825334;10
67402.2902260267;46752.8627825334;10
67402.2902260267;46752.8627825334;10
67402.2902260267;46752.8627825334;10
67402.2902260267;46752.8627825334;10
67402.2902260267;46752.8627825334;10
67386.1812934119;46732.7266167648;10
67386.1812934119;46732.7266167648;10
67386.1812934119;46732.7266167648;10
67386.1812934119;46732.7266167648;10
67386.1812934119;46732.7266167648;10
67386.1812934119;46732.7266167648;10
67386.1812934119;46732.7266167648;10
67386.1812934119;46732.7266167648;10
67035.5343556171;46294.4179445214;10
67035.5343556171;46294.4179445214;10
67035.5343556171;46294.4179445214;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67250.4198907381;46563.0248634226;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67166.2300009053;46457.7875011317;10
67214.4147777157;46518.0184721446;10
67214.4147777157;46518.0184721446;10
67214.4147777157;46518.0184721446;10
67214.4147777157;46518.0184721446;10
67214.4147777157;46518.0184721446;10
67214.4147777157;46518.0184721446;10
67214.4147777157;46518.0184721446;10
67214.4147777157;46518.0184721446;10
67214.4147777157;46518.0184721446;10
67214.4147777157;46518.0184721446;10
67214.4147777157;46518.0184721446;10
67298.619238855;46623.2740485688;10
67298.619238855;46623.2740485688;10
67250.4344620447;46563.0430775558;10
67250.4344620447;46563.0430775558;10
67250.4344620447;46563.0430775558;10
67250.4344620447;46563.0430775558;10
67298.619238855;46623.2740485688;10
67298.619238855;46623.2740485688;10
67298.619238855;46623.2740485688;10
67298.619238855;46623.2740485688;10
67298.619238855;46623.2740485688;10
67298.619238855;46623.2740485688;10
67298.619238855;46623.2740485688;10
67298.619238855;46623.2740485688;10
67298.619238855;46623.2740485688;10
67298.619238855;46623.2740485688;10
67298.619238855;46623.2740485688;10
67298.619238855;46623.2740485688;10
67343.8360073773;46679.7950092216;10
67323.3394300192;46654.1742875241;10
67239.1349688799;46548.9187110999;10
67190.9501920696;46488.687740087;10
67190.9501920696;46488.687740087;10
66994.857727303;46243.5721591287;10
66994.857727303;46243.5721591287;10
66994.857727303;46243.5721591287;10
66994.857727303;46243.5721591287;10
66994.857727303;46243.5721591287;10
66994.857727303;46243.5721591287;10
66994.857727303;46243.5721591287;10
66994.857727303;46243.5721591287;10
66994.857727303;46243.5721591287;10
66994.857727303;46243.5721591287;10
66994.857727303;46243.5721591287;10
66994.857727303;46243.5721591287;10
66994.857727303;46243.5721591287;10
66994.857727303;46243.5721591287;10
66994.857727303;46243.5721591287;10
66994.857727303;46243.5721591287;10
66970.1375361388;46212.6719201734;10
66970.1375361388;46212.6719201734;10
66970.1375361388;46212.6719201734;10
66970.1375361388;46212.6719201734;10
66970.1375361388;46212.6719201734;10
66970.1375361388;46212.6719201734;10
66970.1375361388;46212.6719201734;10
66970.1375361388;46212.6719201734;10
66970.1375361388;46212.6719201734;10
66970.1375361388;46212.6719201734;10
66970.1375361388;46212.6719201734;10
66970.1375361388;46212.6719201734;10
66970.1375361388;46212.6719201734;10
66970.1375361388;46212.6719201734;10
66970.1375361388;46212.6719201734;10
66970.1375361388;46212.6719201734;10
66970.1375361388;46212.6719201734;10
66996.6250949902;46245.7813687378;10
66996.6250949902;46245.7813687378;10
66996.6250949902;46245.7813687378;10
66996.6250949902;46245.7813687378;10
66996.6250949902;46245.7813687378;10
66996.6250949902;46245.7813687378;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66895.749337699;46119.6866721237;10
66895.749337699;46119.6866721237;10
66895.749337699;46119.6866721237;10
66860.508965233;46075.6362065412;10
66860.508965233;46075.6362065412;10
66860.508965233;46075.6362065412;10
66860.508965233;46075.6362065412;10
66860.508965233;46075.6362065412;10
66860.508965233;46075.6362065412;10
66860.508965233;46075.6362065412;10
66860.508965233;46075.6362065412;10
66860.508965233;46075.6362065412;10
66860.508965233;46075.6362065412;10
66860.508965233;46075.6362065412;10
66860.508965233;46075.6362065412;10
66934.5434600529;46168.1793250661;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66947.2649441442;46184.0811801803;10
66947.2649441442;46184.0811801803;10
66947.2649441442;46184.0811801803;10
66947.2649441442;46184.0811801803;10
66947.2649441442;46184.0811801803;10
66947.2649441442;46184.0811801803;10
66947.2649441442;46184.0811801803;10
66947.2649441442;46184.0811801803;10
66947.2649441442;46184.0811801803;10
66947.2649441442;46184.0811801803;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66500.7603659913;45625.950457489;10
66500.7603659913;45625.950457489;10
66500.7603659913;45625.950457489;10
66500.7603659913;45625.950457489;10
66482.6753363078;45603.3441703847;10
66482.6753363078;45603.3441703847;10
66482.6753363078;45603.3441703847;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66688.9572721576;45861.196590197;10
66688.9572721576;45861.196590197;10
66618.6030760996;45773.2538451245;10
66618.6030760996;45773.2538451245;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66372.8032818658;45466.0041023322;10
66372.8032818658;45466.0041023322;10
66372.8032818658;45466.0041023322;10
66372.8032818658;45466.0041023322;10
66372.8032818658;45466.0041023322;10
66359.5943862758;45449.4929828447;10
66359.5943862758;45449.4929828447;10
66359.5943862758;45449.4929828447;10
66359.5943862758;45449.4929828447;10
66359.5943862758;45449.4929828447;10
66359.5943862758;45449.4929828447;10
66359.5943862758;45449.4929828447;10
66359.5943862758;45449.4929828447;10
66359.5943862758;45449.4929828447;10
66359.5943862758;45449.4929828447;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66356.4028942411;45445.5036178014;10
66356.4028942411;45445.5036178014;10
66356.4028942411;45445.5036178014;10
66356.4028942411;45445.5036178014;10
66356.4028942411;45445.5036178014;10
66356.4028942411;45445.5036178014;10
66356.4028942411;45445.5036178014;10
66356.4028942411;45445.5036178014;10
66356.4028942411;45445.5036178014;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
